varenummer;poeng;konklusjon;argang_apreritif;smakt;url_aperitif
8168401;93;En strålende riesling som tåler 15 år. Meget godt kjøp.;2016; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/kranz-kalmit-riesling-trocken-gg/2096644
10212001;93;En flott og konsentrert chablis premier cru som tåler 12 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/vocoret-chablis-1er-cru-les-vaillons-vieilles-vignes-2016/2130531
10971901;93;En strålende og lovende riesling som tåler 20 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/markus-molitor-erdener-treppchen-riesling-auslese-2017/2184749
10510301;93;En smaksrik og mineralsk riesling som tåler 8-10 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/dautel-steingruben-bonnigheim-riesling-trocken-gg-2017/2151886
10518102;93;En veldig deilig auslese med stor og kjøttfull frukt, tåler 30 år. Godt kjøp.;2018; 16. september 2019;https://www.aperitif.no/pollisten/produkt/muller-catoir-herzog-rieslaner-auslese-erste-lage-2018/2151742
10463801;93;En lekker og åpnere utgave av denne vinen som tåler 10 år. Meget godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/fritz-haag-brauneberg-juffer-sonnenuhr-riesling-trocken-gg-2016/2151814
10972601;93;En herlig mineralsk riesling som tåler 20 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/markus-molitor-urziger-wurzgarten-riesling-auslese-2017/2184750
10980202;93;En herlig manzanilla som er i en egen klasse. Meget godt kjøp.;NA;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/bod-yuste-sacristia-ab-manzanilla/2184899
11369702;93;En intens og svært konsentrert søtvin som tåler 20 år. Godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/sattlerhof-sauvignon-blanc-beerenauslese-2017/2212266
11381201;93;En flott og kompleks hvitvin i en kategori for seg - nesten som en tørr hvit portvin - og som tåler 10 år. Meget godt kjøp.;2016; 16. september 2019;https://www.aperitif.no/pollisten/produkt/quinta-da-costa-do-pinhao-branco/2212344
11252601;93;En virkelig kompleks og lovende pinot som tåler 10 år. Meget godt kjøp.;2017;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/rieffel-kreuzel-pinot-noir-2017/2203491
10630301;93;En intens flott og lovende GG som tåler 15 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dr-loosen-erdener-treppchen-riesling-gg-2017/2166030
10634601;93;En herlig og lovende chardonnay som tåler 8 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/sandhi-sta-rita-hills-chardonnay-2017/2174727
10668601;93;En virkelig lovende pinot i en svært klassisk og jordsmonnsdreven stil. Puster god burgund i nakken. Tåler 12 år. Meget godt kjøp.;2012; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/walter-centgrafenberg-spatburgunder-2012/2166250
10801201;93;En strålende gevrey som tåler 10 år. Meget godt kjøp.;2016;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/roche-de-bellene-gevrey-chambertin-vieilles-vignes-2017/2174314
3780501;92;En herlig konsentrert vin som tåler 20. Meget godt kjøp.;2014; 26. februar 2016;https://www.aperitif.no/pollisten/produkt/selbach-oster-zeltinger-sonnenuhr-riesling-spat-feinherb-ur-alte-reben-2015/1991531
3787801;92;En strålende gamay som tåler 10 år. Meget godt kjøp.;2018; 16. september 2019;https://www.aperitif.no/pollisten/produkt/ch-thivin-cuvee-la-chapelle-cote-de-brouilly-2018/1991584
3824801;92;En virkelig flott sancerre som tåler 6 år. Meget godt kjøp.;2015; 12. august 2016;https://www.aperitif.no/pollisten/produkt/delaporte-sancerre-les-monts-damnes-2015/2002695
1003001;92;En veldig god vermut.;NA; 16. august 2017;https://www.aperitif.no/pollisten/produkt/barbero-bianco/68973
1082201;92;En strålende vin som tåler 8 år. Meget godt kjøp.;2012; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/bacharacher-wolfshohle-grosses-gewachs-2013/231769
5121301;92;En lekker og lovende rioja som tåler 15 år. Taxfree koster den 219 kroner. Meget godt kjøp.;2014; 19. mars 2019;https://www.aperitif.no/pollisten/produkt/contino-reserva-2015/80715
5139501;92;En svært lovende silvaner for de neste 10-12 årene. Meget godt kjøp. 92 p (2007) (Godbiter i pollisten - 27.08.09);2007; 24. juni 2015;https://www.aperitif.no/pollisten/produkt/juliusspital-wurzburger-stein-silvaner-trocken-gg-2014/86992
5202501;92;En virkelig flott vin som tåler 10. Meget godt kjøp.;2012;  4. januar 2016;https://www.aperitif.no/pollisten/produkt/meinklang-konkret-2015/231732
3309102;92;En nydelig dessertvin som tåler 10 år minst. Meget godt kjøp.;2015; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/ca-rugate-recioto-di-soave-la-perlara-2015/1948426
5274501;92;En god og konsentrert chablis som tåler 10 år. Meget godt kjøp.;2015; 15. september 2018;https://www.aperitif.no/pollisten/produkt/moreau-naudet-chablis-premier-cru-montmains-2016/2130032
5301501;92;En strålende slank og klassisk rødvin som bør legges i kjelleren og som tåler 15 år. Meget godt kjøp.;2015;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/luis-pato-vinha-barrosa-2015/312771
5377801;92;En nydelig åpen og lovende chablis som tåler 10 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/duplessis-chablis-1er-cru-mont-de-milieu-2017/2012035
5380302;92;En strålende fino en rama.;2018; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/lustau-3-en-rama-fino-de-jerez-de-la-frontera-spring-2018/2012061
4570101;92;En virkelig flott premier cru som tåler 8-10 år. Meget godt kjøp.;2012;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/la-chablisienne-chablis-1er-cru-vaulorent-2012/1948784
4834401;92;En svært godt balansert amarone som tåler 15 år. Meget godt kjøp.;2009; 14. november 2016;https://www.aperitif.no/pollisten/produkt/musella-amarone-della-valpolicella-riserva-2012/78823
2224801;92;En flott og strukturert GG-riesling som tåler 12 år. Meget godt kjøp.;2016; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/clemens-busch-marienburg-fahrlay-gg-2016/1948010
2247101;92;En flott riesling som tåler 15+. Meget godt kjøp.;2011; 26. februar 2016;https://www.aperitif.no/pollisten/produkt/dom-pfister-grand-cru-engelberg-riesling-2015/1948169
3908801;92;En flott vin som tåler 20. Meget godt kjøp.;2008; 19. april 2016;https://www.aperitif.no/pollisten/produkt/scarpa-barbera-d-asti-bogliona-2008/2002911
3909601;92;En virkelig flott og konsentrert vin som tåler 12 år. Meget godt kjøp.;2013;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/birichino-besson-grenache-old-vines-2013/2011577
3913101;92;En nydelig og konsentrert sancerre som tåler 8 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/paul-prieur-sancerre-monts-damnes-2017/2002942
1170101;92;En virkelig flott vin som tåler 10 år. Meget godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/pomodolce-diletto-derthona-timorasso-2016/1946485
1171801;92;En lekker chardonnay som tåler 8 år. Godt kjøp.;2015; 26. januar 2017;https://www.aperitif.no/pollisten/produkt/dexter-chardonnay-2015/330168
1202601;92;En strålende kanskje litt varm vin men som tåler 10 år. Meget godt kjøp.;2015; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/foillard-fleurie-2015/330217
1226301;92;En virkelig lekker utgave av denne vinen som tåler 10 år. Meget godt kjøp.;2018; 16. september 2019;https://www.aperitif.no/pollisten/produkt/foradori-fontanasanta-manzoni-bianco-2018/330295
2147701;92;En nydelig vin som tåler 8 år. Meget godt kjøp.;2014; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/j-christopher-dundee-hills-pinot-noir/355917
2165201;92;En imponerende og annerledes riesling som tåler 10 år. Meget godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/materne-et-schmitt-koberner-riesling-2016/356033
3539401;92;En flott vin som tåler 10 år. Meget godt kjøp.;2016;  8. september 2017;https://www.aperitif.no/pollisten/produkt/weiser-kunstler-enkircher-steffensberg-2016/1969664
3597001;92;En  svært konsentrert og flott px. Ikke for klissete, men nok best i maten og ikke til maten, Tåler sikert 30+ men smaker godt allerede. Meget godt kjøp.;NA;  4. januar 2016;https://www.aperitif.no/pollisten/produkt/osborne-pedro-ximenez-1827/1979516
3506701;92;En svært solid og lovende vin som tåler 7-8 år. Meget godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/terroir-al-limit-torroja-2016/1969447
3640201;92;En flott konsentrert og lovende vin som tåler 8-10 år. Meget godt kjøp.;2015; 30. august 2018;https://www.aperitif.no/pollisten/produkt/perrin-cornas-2015/1979681
1289801;92;En kompleks og lovende chenin som tåler 10 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/mosse-le-rouchefer-2017/333528
1349602;92;En deilig søtvin som tåler 20 år. Godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/donnafugata-ben-rye-passito-di-pantelleria-2017/1946659
763102;92;En deilig tokayer som tåler 20 år minst. Meget godt kjøp.;2013; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/royal-tokaji-aszu-5-puttonyos-2013/88214
779201;92;En rik og fyldig jordsmonnspreget riesling som tåler 10-12 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/karl-may-geyersberg-riesling-trocken-2018/311206
3140304;92;En deilig tokayer som tåler 20 år minst. Meget godt kjøp.;2013; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/royal-tokaji-aszu-blue-label-5-puttonyos-2013/1948378
3208701;92;En flott barbera med ekstra dybde og flott syrlighet som også bærer sine 15.5 prosent veldig godt. Tåler 10-15 år. Meget godt kjøp.;2016;  7. november 2018;https://www.aperitif.no/pollisten/produkt/cascina-castelet-passum-barbera-d-asti-superiore-2016/76872
1694801;92;En nydelig vin som tåler 5-6 år. Godt kjøp.;2014; 30. mai 2016;https://www.aperitif.no/pollisten/produkt/sato-l-insolite-pinot-noir-2015/343714
1727501;92;En svært fyldig åpen og smaksrik GG-riesling som tåler 10 år. Meget godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/battenfeld-spanier-hohen-sulzen-kirchenstuck-riesling-trocken-gg-2018/343889
1727901;92;En kul åpen og lovende GG-riesling som tåler 12 år. Meget godt køjp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/kuhling-gillott-nierstein-olberg-riesling-trocken-gg-2018/343893
1747501;92;En flott barolo som tåler 4-5 år. Godt kjøp.;2013; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/guido-porro-barolo-santa-caterina-2011/347377
2789101;92;En imponerende vin som tåler 10+. Meget godt kjøp.;2011;  9. juli 2015;https://www.aperitif.no/pollisten/produkt/cascina-montagnola-morasso-colli-tortonesi-timorasso-2013/1950774
1824802;92;En flott madeira. Meget godt kjøp.;NA; 26. september 2016;https://www.aperitif.no/pollisten/produkt/blandy-s-10-years-old-bual/1947177
895102;92;n strålende vin. Meget godt kjøp. ;NA; 28. oktober 2013;https://www.aperitif.no/pollisten/produkt/lustau-oloroso-pata-de-gallina/1946261
401701;92;En nydelig vin som tåler 8 år minst. Meget godt kjøp.;2010; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/schatz-h-acinipo-2010/301661
477202;92;En flott sauternes som tåler 15 år. Meget godt kjøp.;2010; 27. oktober 2016;https://www.aperitif.no/pollisten/produkt/ch-guiraud-sauternes-2010/1945857
477701;92;En rik og deilig vin for de neste 20 årene. Meget godt kjøp. (2005) ;2005; 18. april 2013;https://www.aperitif.no/pollisten/produkt/markus-molitor-edition-4-zeltinger-himmelreich-riesling-auslese-feinherb-2005/303597
529401;92;En herlig rose som tåler 5. Meget godt kjøp.;2014; 30. august 2015;https://www.aperitif.no/pollisten/produkt/cornelissen-susucaru-rosato-2018/303294
546602;92;En veldig kul søtvin som holder veldig lenge. Meget godt kjøp.;2008;  8. september 2017;https://www.aperitif.no/pollisten/produkt/ariyanas-terruno-pizarroso-2008/1969078
620302;92;En veldig kul og kjøttfull sviskepreget vinsanto som holder nesten evig. Meget godt kjøp.;2008; 31. oktober 2019;https://www.aperitif.no/pollisten/produkt/gaia-vin-santo-2008/1946014
1488601;92;En nydelig Jura-chardonnay som tåler 10 år. Meget godt kjøp.;2016; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/tissot-les-bruyeres-chardonnay-2017/333742
4035601;92;En svært mineralsk vin som tåler 8 år. Meget godt kjøp.;2015; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/comte-lafond-grande-cuvee-2015/85611
5867601;92;En elegant og konsentrert GG-riesling som tåler 12 år. Meget godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/kunstler-rudesheim-berg-rottland-riesling-trocken-gg-2018/2021586
5895301;92;En god og strukturert brunello med veldig god frukt, som tåler 10 år. Meget godt kjøp.;2012; 15. september 2018;https://www.aperitif.no/pollisten/produkt/pian-delle-querci-brunello-di-montalcino-riserva-2012/2020923
5924801;92;En strålende og elegant spansk rødvinsklassiker som tåler 10 år. Meget godt kjøp.;2016; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/alvaro-palacios-les-terrasses-2016/80324
5936901;92;En flott og konsentrert riesling som tåler12 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/kloster-eberbach-erstes-gewachs-berg-schlossberg-2017/87728
5951401;92;En elegant og kompleks konsentrert champagne i en tørr og karaktersterk stil som tåler 8-10 år. Meget godt kjøp.;2013;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/drappier-millesime-exception-brut-2013/270760
5619202;92;En veldig kul og søt px. Godt kjøp.;NA;  8. september 2017;https://www.aperitif.no/pollisten/produkt/nectar-pedro-ximenez/1949212
5657001;92;En herlig og kjøttfull ganske tørr kabinett som tåler 12 år. Meget godt kjøp.;2017; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/weiser-kunstler-wolfer-sonnenlay-riesling-kabinett-2017/2031096
5745901;92;En virkelig flott rioja i en veldig tradisjonell stil. Tåler sikkert 20 år. Meget godt kjøp.;2010; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/heras-cordon-reserva-2011/2031105
5764701;92;En svært kompleks vin som tåler 6-7 år. Meget godt kjøp.;2014; 15. august 2016;https://www.aperitif.no/pollisten/produkt/silice-pouilly-fume-2017/85830
3005502;92;En artig søtvin som holder evig. Godt kjøp.;2013; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/rolet-arbois-vin-de-paille-2015/1958063
4657601;92;En strålende vin som vanlig og som tåler 15. Meget godt kjøp.;2013;  4. januar 2016;https://www.aperitif.no/pollisten/produkt/burklin-wolf-wachenheimer-bohlig-edition-p-c-2016/87510
5121301;92;En lekker og lovende rioja som tåler 15 år. Taxfree koster den 219 kroner. Meget godt kjøp.;2014; 19. mars 2019;https://www.aperitif.no/pollisten/produkt/contino-reserva-2015/80715
5139501;92;En svært lovende silvaner for de neste 10-12 årene. Meget godt kjøp. 92 p (2007) (Godbiter i pollisten - 27.08.09);2007; 24. juni 2015;https://www.aperitif.no/pollisten/produkt/juliusspital-wurzburger-stein-silvaner-trocken-gg-2014/86992
5202501;92;En virkelig flott vin som tåler 10. Meget godt kjøp.;2012;  4. januar 2016;https://www.aperitif.no/pollisten/produkt/meinklang-konkret-2015/231732
5274501;92;En god og konsentrert chablis som tåler 10 år. Meget godt kjøp.;2015; 15. september 2018;https://www.aperitif.no/pollisten/produkt/moreau-naudet-chablis-premier-cru-montmains-2016/2130032
5301501;92;En strålende slank og klassisk rødvin som bør legges i kjelleren og som tåler 15 år. Meget godt kjøp.;2015;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/luis-pato-vinha-barrosa-2015/312771
5377801;92;En nydelig åpen og lovende chablis som tåler 10 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/duplessis-chablis-1er-cru-mont-de-milieu-2017/2012035
5380302;92;En strålende fino en rama.;2018; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/lustau-3-en-rama-fino-de-jerez-de-la-frontera-spring-2018/2012061
5466101;92;En strålende argentinsk malbec som tåler 10 år. Meget godt kjøp.;2015; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/bod-atamisque-catalpa-malbec-2017/2031067
4570101;92;En virkelig flott premier cru som tåler 8-10 år. Meget godt kjøp.;2012;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/la-chablisienne-chablis-1er-cru-vaulorent-2012/1948784
4834401;92;En svært godt balansert amarone som tåler 15 år. Meget godt kjøp.;2009; 14. november 2016;https://www.aperitif.no/pollisten/produkt/musella-amarone-della-valpolicella-riserva-2012/78823
3780501;92;En herlig konsentrert vin som tåler 20. Meget godt kjøp.;2014; 26. februar 2016;https://www.aperitif.no/pollisten/produkt/selbach-oster-zeltinger-sonnenuhr-riesling-spat-feinherb-ur-alte-reben-2015/1991531
3787801;92;En strålende gamay som tåler 10 år. Meget godt kjøp.;2018; 16. september 2019;https://www.aperitif.no/pollisten/produkt/ch-thivin-cuvee-la-chapelle-cote-de-brouilly-2018/1991584
3824801;92;En virkelig flott sancerre som tåler 6 år. Meget godt kjøp.;2015; 12. august 2016;https://www.aperitif.no/pollisten/produkt/delaporte-sancerre-les-monts-damnes-2015/2002695
1003001;92;En veldig god vermut.;NA; 16. august 2017;https://www.aperitif.no/pollisten/produkt/barbero-bianco/68973
1082201;92;En strålende vin som tåler 8 år. Meget godt kjøp.;2012; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/bacharacher-wolfshohle-grosses-gewachs-2013/231769
3908801;92;En flott vin som tåler 20. Meget godt kjøp.;2008; 19. april 2016;https://www.aperitif.no/pollisten/produkt/scarpa-barbera-d-asti-bogliona-2008/2002911
3909601;92;En virkelig flott og konsentrert vin som tåler 12 år. Meget godt kjøp.;2013;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/birichino-besson-grenache-old-vines-2013/2011577
3913101;92;En nydelig og konsentrert sancerre som tåler 8 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/paul-prieur-sancerre-monts-damnes-2017/2002942
3539401;92;En flott vin som tåler 10 år. Meget godt kjøp.;2016;  8. september 2017;https://www.aperitif.no/pollisten/produkt/weiser-kunstler-enkircher-steffensberg-2016/1969664
3597001;92;En  svært konsentrert og flott px. Ikke for klissete, men nok best i maten og ikke til maten, Tåler sikert 30+ men smaker godt allerede. Meget godt kjøp.;NA;  4. januar 2016;https://www.aperitif.no/pollisten/produkt/osborne-pedro-ximenez-1827/1979516
3640201;92;En flott konsentrert og lovende vin som tåler 8-10 år. Meget godt kjøp.;2015; 30. august 2018;https://www.aperitif.no/pollisten/produkt/perrin-cornas-2015/1979681
3309102;92;En nydelig dessertvin som tåler 10 år minst. Meget godt kjøp.;2015; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/ca-rugate-recioto-di-soave-la-perlara-2015/1948426
2224801;92;En flott og strukturert GG-riesling som tåler 12 år. Meget godt kjøp.;2016; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/clemens-busch-marienburg-fahrlay-gg-2016/1948010
2247101;92;En flott riesling som tåler 15+. Meget godt kjøp.;2011; 26. februar 2016;https://www.aperitif.no/pollisten/produkt/dom-pfister-grand-cru-engelberg-riesling-2015/1948169
1170101;92;En virkelig flott vin som tåler 10 år. Meget godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/pomodolce-diletto-derthona-timorasso-2016/1946485
1171801;92;En lekker chardonnay som tåler 8 år. Godt kjøp.;2015; 26. januar 2017;https://www.aperitif.no/pollisten/produkt/dexter-chardonnay-2015/330168
1202601;92;En strålende kanskje litt varm vin men som tåler 10 år. Meget godt kjøp.;2015; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/foillard-fleurie-2015/330217
1226301;92;En virkelig lekker utgave av denne vinen som tåler 10 år. Meget godt kjøp.;2018; 16. september 2019;https://www.aperitif.no/pollisten/produkt/foradori-fontanasanta-manzoni-bianco-2018/330295
2147701;92;En nydelig vin som tåler 8 år. Meget godt kjøp.;2014; 19. desember 2017;https://www.aperitif.no/pollisten/produkt/j-christopher-dundee-hills-pinot-noir/355917
8067401;92;En svært konsentrert riesling som tåler 15 år. Meget godt kjøp.;2016; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/villa-huesgen-alte-reben-riesling-2016/2096217
8073401;92;En lekker og lovende vin som tåler 10 år. Meget godt kjøp.;2015;  4. januar 2018;https://www.aperitif.no/pollisten/produkt/brundlmayer-langenloiser-kaferberg-1otw-gruner-veltiner-2017/2096236
8073701;92;En lekker og smaksrik vin allerede men som tåler 10 år. Minst. Meget godt kjøp.;2011; 15. september 2018;https://www.aperitif.no/pollisten/produkt/feudi-di-san-gregorio-taurasi-riserva-montevergine/2106162
7819801;92;En svært kraftig og konsentrert champagne som tåler 8 år. Meget godt kjøp.;NA; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/barbichon-blanc-de-blancs-brut/2085980
7848901;92;En flott og konsentrert vin som tåler 10 år. Meget godt kjøp.;2016;  8. september 2017;https://www.aperitif.no/pollisten/produkt/hogan-chenin-blanc-2016/2086020
7849301;92;En herlig vin som tåler 6-7 år. Meget godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/thorne-daughters-paper-kite-old-vine-semillon-2017/2085847
5466101;92;En strålende argentinsk malbec som tåler 10 år. Meget godt kjøp.;2015; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/bod-atamisque-catalpa-malbec-2017/2031067
7812602;92;En deilig vin santo som holder evig. Verd prisen.;2009; 15. august 2017;https://www.aperitif.no/pollisten/produkt/ambra-vin-santo-di-carmignano-2010/2075803
7927401;92;En annerledes riesling som tåler 12 år. Vel verd prisen.;2014;  8. september 2017;https://www.aperitif.no/pollisten/produkt/allendorf-sakrileg-riesling-trocken-2014/2085762
7939801;92;En rik og god halvtørr chenin som tåler 15 år. Meget godt kjøp.;2015;  8. september 2017;https://www.aperitif.no/pollisten/produkt/dom-huet-vouvray-clos-du-bourg-demi-sec-2015/2085998
7345101;92;En virkelig flott og konsentrert engelsk musserende som tåler 8-10 år. Meget godt kjøp.;NA;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/nyetimber-classic-cuvee/2050316
6156201;92;En intens og lovende vin som tåler 12 år minst. Meget godt kjøp.;2015;  8. september 2017;https://www.aperitif.no/pollisten/produkt/cornelissen-munjebel-rosso-2016/77496
5483701;92;En strålende fast og lovende etna rosso som tåler 12 år. Meget godt kjøp.;2016;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/eduardo-torres-acosta-versante-nord-nerello-mascalese-2016/2021425
5577001;92;En flott vin som tåler 10 år +. Meget godt kjøp.;2013; 12. august 2016;https://www.aperitif.no/pollisten/produkt/dom-graveirette-chateaunef-du-pape-2014/2020915
7324302;92;En god og balansert søtvin hva sødme angår. Tåler sikker 10-15 år. Meget godt kjøp.;2013; 26. januar 2017;https://www.aperitif.no/pollisten/produkt/dom-de-la-rectorie-banyuls-2015/2049823
7324402;92;En flott banyuls som holder veldig lenge. Meget godt kjøp.;2006; 26. januar 2017;https://www.aperitif.no/pollisten/produkt/dom-de-la-rectorie-cuvee-pierre-rapidel-banyuls-2008/2049824
7617701;92;En flott vin som tåler 20 år. Meget godt kjøp.;2006;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/markus-molitor-edition-6-zeltinger-schlossberg-riesling-auslese-feinherb-2006/2059317
7618001;92;En flott vin som tåler 15 år. Meget godt kjøp.;2015;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/kuhling-gillot-nierstein-pettenthal-riesling-auslese-2017/2059316
7649501;92;En lekker og veldig kul chardonnay fra Loire. Tåler 15 år. Meget godt kjøp.;2015;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/dom-de-l-ecu-janus-2015/2060115
7714501;92;En strålende sancerre-pinot som tåler 8 år. Meget godt kjøp.;2015; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/gerard-boulay-sancerre-cuvee-oriane-2015/2067954
8355101;92;En veldig god chablis som tåler 10 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/samuel-billaud-chablis-premier-cru-butteaux-2017/2119231
8357701;92;En strålende hvitvin som tåler 7-8 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/microbio/2119672
9140601;92;En strålende spansk hvitvin som konkurrerer med burgundere rent strukturmessig og som tåler 10 år. Meget godt kjøp.;2016; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/ossian-2016/1949600
10244801;92;En veldig flott og konsentrert gewurz som tåler 12 år. Meget godt kjøp.;2015; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/dom-agape-helios-gewurztraminer-2015/2141599
10245801;92;En virkelig flott ribera som tåler 12 år. Meget godt kjøp.;2014; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/valdrinal-quinq-2014/2141606
10274001;92;En veldig konsentrert og rik chablis som tåler 10 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/dom-vocoret-chablis-1er-cru-les-forets-v-v/2140523
10291001;92;En flott og lovende vin som tåler 10 år. Minst. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/carlines-en-lya-cotes-du-jura-2016/2140224
10291201;92;En virkelig flott Jura som tåler 10 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/carlines-le-calvaire-cotes-du-jura-2016/2140223
9264201;92;En virkelig flott dessertvin som tåler flere tiår fortsatt. Men som ikke vil utvikle seg så veldig mye mer i flasken. Meget godt kjøp. (1999) ;1999; 25. februar 2013;https://www.aperitif.no/pollisten/produkt/j-m-da-fonseca-domingos-soares-franco-coleccao-privada-moscatel-de-setubal-1998/296972
9408001;92;En super og veldig spennende hvitvin som tåler 10 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/marco-de-bartoli-grappoli-del-grillo-2017/312652
10137501;92;En strålende melon de bourgogne som tåler 10 år minst. Meget godt kjøp.;2017; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/jolie-laide-melon-de-bourgogne-2018/2130208
10139001;92;En virkelelig flott og kompleks hvitvin som tåler 12 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/van-loggerenberg-kameraderie/2130212
10359002;92;En kompleks recioto som tåler 15 år. Meget godt kjøp.;2013; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/corte-sant-alda-recioto-della-valpolicella/2141242
10032601;92;En saltpreget og syrlig riesling som tåler 15 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/markus-molitor-zeltinger-sonnenuhr-riesling-spatlese-2017/2119378
10032901;92;En svært ung vin som tåler 20 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/markus-molitor-zeltinger-schlossberg-riesling-auslese-2016/2119365
10034901;92;En nydelig slank men likevel svært konsentrert og lovende vin som tåler 15 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/markus-molitor-urziger-wurzgarten-riesling-spatlese-torr-2016/2119361
